text,Cleanliness,Electrical,Infrastructure,Safety-Security,Staff,Catering,Medical,General
good morning india sir chapra railway station in stay tapti ganga express but no clean any general bogey plz rectified,1,0,1,0,0,0,0,0
this guy is missingname avinash singh age plz help to find out,0,0,0,0,1,0,0,1
varanasi sealdah upper india exp is getting too late everyday we r so much depending on this train pls solve this problem sir,0,0,0,0,1,0,0,1
filed tdr on st may no response till now the train was diverted why so much delay in response pnr,0,0,0,0,1,0,0,1
sir it is a matter of great satisfaction that missing person was traced thanks for calling us,0,0,0,1,1,0,0,1
loss rupees on monday due to hrs latency in jbp ind express very bad late without any reason got late in ofc,0,0,0,0,1,0,0,1
i am frequent traveller in train initially i saw dust bin cover in sleeper now i could not find any reason,0,0,0,0,0,0,0,1
it s your habit to make crowd dhkka mukki for tickets,0,0,0,0,1,0,0,1
respected sir please clean this coach in train no,1,0,0,0,0,0,0,1
security of pssngrs in trains is real prblm in eastern railways everyday chain purse snatching is takng place,0,0,0,1,0,0,0,0
my rating over coach quality rank cr wr nr nwr scr sachkhand exp rake very poor,1,0,1,0,0,1,0,0
sorry for inconvenience complaint will be attend at itarsi,0,0,0,0,1,0,0,1
pnr mosquitoes flis hovering pls do some cleanup tt not responding positively,1,0,0,0,1,0,0,1
ghar me satyanarayan ka paath karvaya hai shayad ab mujhe dilli ki ticket mil jae,0,0,0,0,1,0,0,1
ajmer exp some people sleeping in local coash senior cit�?¢,0,0,0,0,1,0,0,1
i joydev gangully on returning by falaknuma express around am my two atm card amp cash rs stolen,0,0,0,1,1,0,0,0
train last coach,0,0,1,0,0,0,0,1
i am traveling in s and what a security from the railway i did not see any security person from to,0,0,0,1,1,0,0,0
appreciate the grt wrk pls look into the irct site also at tatkal bkng hrs its s joke,0,0,0,0,1,0,0,1
railway is making mockery of its passengers through so called suvidha express unnecessarily running late for what,0,0,0,0,1,0,0,1
no water in s stinking sad plight jun,1,0,1,0,1,0,0,0
isn t tatkal booking is allowed at every station counter unable to book at teghra station tga,0,0,1,0,1,0,0,1
open corruption is being done by pantry car ppl in train no swatantrata senani express,1,0,1,0,0,1,0,1
will not be refunded please provide justification for deducted amount,0,0,0,0,1,0,0,1
traveled stations in last few days never seen stations so clean and hygienic coaches amp toilets also clean kudos,1,0,1,0,0,0,0,0
we appreciate the efforts by rly but ur rpf are menace all the time they are eating in pantry n passengers don t get service,0,0,0,1,0,1,0,1
monsoon in kerala train is leaking windows do not shut properly pathetic plight,0,0,1,0,0,0,0,1
in starting and in end of coach closed doors like ac coach will stop smell entering in coach of toilets thnx,1,0,1,0,0,0,0,0
duranto exp food excessive spicy unable to eat cockroaches roaming inside toilet stinking coach be seat,1,0,1,0,0,1,0,0
which city was first to get water atm rly station which cities have installed water atms pls reply asap,0,0,1,1,0,0,0,1
toilet of b coach in is leaking please do something asap,1,0,1,0,0,0,0,1
the local train service is very bad on harbor line no place for commuters please help,0,0,0,0,1,0,0,1
adulterated water being given ppl in paschim express vendor refused give rail ner,1,0,1,0,1,1,0,0
pnr trn b ac didn t wrk at al from starting plz refund the ticket thanks,0,1,0,0,0,0,0,1
pnr mobile charging points not working please resolve,0,1,0,0,0,0,0,1
sir train no is running late by hrs there is no provision for even getting tea on board what a passenger can do,0,0,0,0,0,1,0,1
train number is delayed by about hours but ntes says its on time and has reached,0,0,0,0,1,0,0,1
sir fir lodged by grp jaipur vide cr no u s amp ipc has been transferred to grp rewari,0,0,0,1,1,0,0,1
please help his pnr number is,0,0,0,0,1,0,0,1
no one taking responsibility either at ndls or bza it was supposed to be delivered on th my work is suffering,0,0,0,0,1,0,0,1
you let me in trouble my train got cancelled without any information my journey is stuck in between�?¢,0,0,0,0,0,0,0,1
dear sir u took a good initiative of wateratm but the machine is dispensing ml water on the price of ltr,1,0,1,0,0,1,0,0
sir please hlp my sis travlng vid months baby kid intrainlost her reticule she is vry depressd pnr pls asist,0,0,0,0,1,0,0,1
sir missing girl could not be traced pl lodge missing report with grp siliguri,0,0,0,1,1,0,0,1
the first class coupes in the ranchi hatia express are very old and poor air conditioning they should be replac,0,1,1,1,0,0,0,0
sir catering services in double decker train no lko to anand vihar termina is very poor venders of irctc r selling poor,0,0,0,0,0,1,0,1
my uncle trevelling to train no coach no b he found that the toilet of this coach is very dirty plz do something,1,0,1,0,0,0,0,1
train no ac is not working it s very dirty,1,1,1,0,0,0,0,1
sr aap kya kahenge koi action lenge aap ya nahi,0,0,0,0,1,0,0,1
what a great prime minister works x great work,0,0,0,0,1,0,0,1
educated people leave india be coz poor quality of life we want high quality railways and railway stations,0,0,0,0,0,1,0,1
official concerned has been advised to look into this,0,0,0,0,1,0,0,1
sir its been a long time to published in panel of cen of rrb guwahati bt yt medical is nt taken,0,0,0,0,1,0,1,0
no water supply in washrooms for the last hours pnr,1,0,1,0,1,0,0,1
too many unresered people in the coach it can lead to security issues pnr no coach s,0,0,1,1,0,0,0,1
this is what looks like,0,0,0,0,1,0,0,1
fzr kir special train has beeb delayed by hours whats the reason for delayed nobody care for special train,0,0,0,0,1,0,0,1
we booked ticket of bbs duranto from cnb to bbs for with cnfrm nd waiting seats no food is provided nor refund,0,0,0,0,1,1,0,1
berth env is quite unhygenic insects wandering here n there pnr,1,0,1,0,1,0,0,1
at nzm rly station think u guys playing with the security of country amp passenger,0,0,1,1,0,0,0,0
no water in sl coaches in please do the needful at next station pnr,0,0,1,0,0,0,0,1
i am travelling in s toilet is smelling horribly sorry if its not the rt handle for complaints,1,0,0,0,1,0,0,0
awesome posted your tweet up here,0,0,0,0,1,0,0,1
thank you a lot for showing quick response and helping my sister with efficient team of doctors,0,0,0,0,1,1,1,1
tt accepted bribe in train coachb allotted seats wrongly he ll get off at malda shortly act soon,0,0,0,0,1,0,0,1
sir i want some action not just tweet for fomalty o want improve my r�?¢,0,0,0,0,1,0,0,1
medical issue need an ac coach ready to pay extra cost o w have to cancel the journey pnr train plz help,0,0,1,0,0,0,1,1
i m from kaithal haryana india my whatsapp no no cleanings at our station plz massage the related staffthnx,1,0,1,0,1,0,0,1
rt i m on general ticket counter on nhh stsn and clerk says tkt will be given min before train arrival�?¢,0,0,0,0,1,0,0,1
dahod valsad superfast train is today min late and this train is not a single day coming on�?¢,0,0,0,0,0,0,0,1
the changed passenger centric face of railways is vis�?¢,0,0,0,0,1,0,0,1
name of passenger is wrongly written in the ticket due to passenger s fault how to correct it before the journey date,0,0,0,0,1,0,0,1
sir ye toilet mumbai central ke main line ke upper hai yah toilet ke rs lete jab ki railway rs hai,1,0,1,0,0,0,0,0
thanks for your help,0,0,0,0,1,0,0,1
train reached mgs amp still running hrs late pls care,0,0,0,0,1,0,0,1
the whole berth area shatterd with the peels of various organics need immediate cleanup pnr,1,0,1,0,1,0,0,1
sir u r father traced out at vizianagarm and handed over to ur brother thanks for calling us,0,0,0,0,1,0,0,1
all over india a c waiting room does not charge premium of hour in chennai egmore �?¢,0,0,0,0,1,0,0,1
but why should i take the chocolate in the first place i need my change,0,0,0,1,1,0,0,1
unless u fine people who make mess dirt in railways like d metro clean railways is a dream,1,0,0,0,0,0,0,0
please send immediate help in train which is running without water in toilets,1,0,0,0,1,0,0,1
mom travelling m train pnr purse stolen nt cntctble rqst manage cntct my no,0,0,0,1,0,0,0,1
double deker train is always late we face problems further ac function is very poor,0,1,0,0,0,0,0,1
pnr no i have a visa appointment a m tomorrow train already late by hours plz help,0,0,0,0,1,0,0,1
prabhu aap bhi so gya passenger will get tickets,0,0,0,0,1,0,0,1
n parcel was supposed to be loaded on the same day and unloaded next day till date it is yet to be loaded,0,0,0,0,1,0,0,1
kindly share your pnr no,0,0,0,0,1,0,0,1
north east express is being delayed by hours can someone see to it that it reaches anand vihar as soon as possible,0,0,0,0,1,0,0,1
prabhu sir passengers traveling in rajdhani first ac definitely deserve clean bathrooms and soaps apart from clean coupes,1,1,0,1,0,0,0,0
sorry for inconvenience complaint will be attend at itarsi,0,0,0,0,1,0,0,1
tatkal agents are in front of me at nagpur railway station vo kisi aur ke naam pe ticket nikal rahe hai plz help,0,0,1,0,1,0,0,1
sir unable to understand why spent crores on bg from gkp to gonda via bny route if there is no train for delhi,0,0,0,0,1,0,0,1
just a bribe is enough to convince them to travel in the reservation coach,0,0,1,0,1,0,0,1
plz install coach indicator displ¢,0,0,1,0,1,0,0,1
ticketless travellers tte less coaches tapless bathrooms waterless flush n feces filled toilets,1,0,1,0,1,0,0,1
rt noise pollution does not mean only loud sound continuous unnecessary effectless announcements amp undesired irri�¢,0,0,0,0,1,0,0,1
rd ac in t no coach b worst coach,0,1,1,0,0,0,0,1
please help one poor villager is no more just hirakud station sambalpur divi,0,0,1,0,0,0,0,1
please hlp my sis travlng vid months baby kids intrain lost her reticule she is depressd pnr,0,0,0,0,1,0,0,1
dark pursuit a story is on sale for,0,0,0,0,1,0,0,1
dear sir pnr no train no from chapra to new bongaigaon still showing waiting list i�?¢,0,0,0,0,1,0,0,1
ppls r in queue and waiting for tickets and clerk and railway dono so rhe hai,0,0,0,0,1,0,0,1
trains are running late daily in the route bbs tig please sort it out immediately sir,0,0,0,0,0,0,0,1
suvidha railway is charging too much this is called real loot in the name of confirm ticket without water and food in,0,1,0,1,0,1,0,1
new bongaigaon assam railway station clean railway station,1,0,1,0,0,0,0,0
sir i am travelling in coach d seat no in sorry to say that wastewater of washbasen is coming into�?¢,1,0,1,0,0,0,0,0
the lady in the picture named bharti lal was facilitating brokers instead of her duty,0,0,0,0,1,1,0,1
i tried to buk tkts thru irctc st in tr no i am not getting confm tkt i terminated transaction but my a c is debited,0,0,0,0,1,0,0,1
hello sir i am traveling in there are many water bottle seller but everyone asks for,0,0,1,0,0,1,0,0
irctc site not opening during tatkal timings,0,0,0,0,1,0,0,1
understand from train number departed yesterday from ajmer is delayed by hrs please reconfirm,0,0,0,1,1,0,0,1
awaiting action still paying rs for tea costing rs every food itm highly ovrpriced,0,0,0,0,0,1,0,1
pnr trn can u give rate list for veg food for this train they are charging for that,1,1,0,0,0,1,0,1
kindly share pnr amp contact number issue referred to concerned official for urgent medical assistance,0,0,0,0,1,0,1,1
i am travelling right now in mumbai rajdhani and its amazing to see the coaches being cleaned,1,0,0,0,1,0,0,1
wonderful initiative making the railways more customer centric,0,0,0,0,1,0,0,1
rlys providing textbook resolutions on complaints lodged on webportal no use complaining,0,0,0,0,1,0,0,1
train rescheduled but still not depart its sad already hrs late howrah,0,0,0,0,1,0,0,1
how can we respect people who lost life on they must be remembered in some manner whe�?¢,0,0,0,0,1,0,0,1
even with extra paid ticket no seat no food what a shame tt amp attendants say do what u want to do,0,0,0,0,1,1,0,1
kindly send anyone railway staff to attend,0,0,0,0,1,0,0,1
sirplease pay attention to ziyarat express which is always late hours to agra fort station,1,0,1,0,1,0,0,1
a tc took bribe to trade our checked rac seat pnr spent hours in lobby at night pls tell how to report this,0,0,1,0,1,0,0,1
i ve been trying for tatkal from ndls to jsme in since last days but either server gets unavailable or finish,0,0,0,0,1,0,0,1
trn no pnr charging socket of coach a is not working properly tripped several times,0,1,1,0,0,0,0,1
irctc ticket id is i contact care co in many time but i recieve only two ticket copy but i book four ticket,0,0,0,0,1,0,0,1
no responce from railway plz look into the matter,0,0,0,0,1,0,0,1
pnr ac not working in my ac coach since morning all passengers sweating,0,1,1,0,0,0,0,1
is late by hrs need to catch coromandel m chennai plz help thr r many passngrs wid kids here who will suffer,0,0,0,0,1,0,0,1
refund proc time is weeks doesn t railways have money to give back refunds tkt canc on stl not credited,0,0,0,0,1,0,0,1
and the tatkal ticket booking site doesn t operates smoothly while booking tickets please look into the matter sir,1,0,0,0,1,0,0,1
pnr fan chocked repairmen came bt couldnt fix it summer,0,1,1,0,0,0,0,1
sir please shear your contact no amp journey ditels,0,0,0,0,1,0,0,1
he prabhu punctuality safety cleanliness is our basic requirements plz do some for these,1,0,0,0,1,0,0,1
